ts,index_record,heading,lat,lng,positionTime,h_positionTime,h_receiveTime
1622678674023,5,74,21.00484,105.7291,1622678671,2021-06-03 07:04:31,2021-06-03 07:04:34
1622678674023,6,74,21.00488,105.72923,1622678672,2021-06-03 07:04:32,2021-06-03 07:04:34
1622678674023,7,74,21.00492,105.72938,1622678673,2021-06-03 07:04:33,2021-06-03 07:04:34
1622678681905,0,74,21.00495,105.72952,1622678674,2021-06-03 07:04:34,2021-06-03 07:04:41
1622678681905,1,74,21.00499,105.72965,1622678675,2021-06-03 07:04:35,2021-06-03 07:04:41
1622678681905,2,74,21.00503,105.72979,1622678676,2021-06-03 07:04:36,2021-06-03 07:04:41
1622678681905,3,74,21.00506,105.72993,1622678677,2021-06-03 07:04:37,2021-06-03 07:04:41
1622678681905,4,74,21.00509,105.73006,1622678678,2021-06-03 07:04:38,2021-06-03 07:04:41
1622678681905,5,74,21.00512,105.73019,1622678679,2021-06-03 07:04:39,2021-06-03 07:04:41
1622678681905,6,74,21.00515,105.73032,1622678680,2021-06-03 07:04:40,2021-06-03 07:04:41
1622678681905,7,74,21.00519,105.73044,1622678681,2021-06-03 07:04:41,2021-06-03 07:04:41
1622678689886,0,74,21.00522,105.73055,1622678682,2021-06-03 07:04:42,2021-06-03 07:04:49
1622678689886,1,75,21.00525,105.73067,1622678683,2021-06-03 07:04:43,2021-06-03 07:04:49
1622678689886,2,74,21.00528,105.73078,1622678684,2021-06-03 07:04:44,2021-06-03 07:04:49
1622678689886,3,74,21.00531,105.73089,1622678685,2021-06-03 07:04:45,2021-06-03 07:04:49
1622678689886,4,74,21.00533,105.731,1622678686,2021-06-03 07:04:46,2021-06-03 07:04:49
1622678689886,5,74,21.00536,105.73109,1622678687,2021-06-03 07:04:47,2021-06-03 07:04:49
1622678689886,6,75,21.00537,105.73117,1622678688,2021-06-03 07:04:48,2021-06-03 07:04:49
1622678689886,7,76,21.00539,105.73124,1622678689,2021-06-03 07:04:49,2021-06-03 07:04:49
1622678704868,0,78,21.0054,105.73131,1622678690,2021-06-03 07:04:50,2021-06-03 07:05:04
1622678704868,1,78,21.00541,105.73136,1622678691,2021-06-03 07:04:51,2021-06-03 07:05:04
1622678704868,2,79,21.00541,105.7314,1622678692,2021-06-03 07:04:52,2021-06-03 07:05:04
1622678704868,3,78,21.00542,105.73144,1622678693,2021-06-03 07:04:53,2021-06-03 07:05:04
1622678704868,4,80,21.00542,105.73146,1622678694,2021-06-03 07:04:54,2021-06-03 07:05:04
1622678704868,5,80,21.00541,105.73148,1622678695,2021-06-03 07:04:55,2021-06-03 07:05:04
1622678719860,0,80,21.00541,105.7315,1622678715,2021-06-03 07:05:15,2021-06-03 07:05:19
1622678719860,1,73,21.00541,105.73152,1622678716,2021-06-03 07:05:16,2021-06-03 07:05:19
1622678719860,2,70,21.00542,105.73154,1622678717,2021-06-03 07:05:17,2021-06-03 07:05:19
1622678719860,3,71,21.00542,105.73157,1622678718,2021-06-03 07:05:18,2021-06-03 07:05:19
1622678719860,4,71,21.00543,105.73161,1622678719,2021-06-03 07:05:19,2021-06-03 07:05:19
1622678743405,0,72,21.00544,105.73164,1622678720,2021-06-03 07:05:20,2021-06-03 07:05:43
1622678743405,1,74,21.00545,105.73167,1622678721,2021-06-03 07:05:21,2021-06-03 07:05:43
